StartTime,EndTime,UsageTimeHours
2024-05-23 16:01:01,2024-05-23 16:20:54,0.3313888888888889
2024-05-23 16:21:31,2024-05-23 16:24:17,0.04611111111111111
2024-05-24 08:16:55,2024-05-24 09:15:44,0.9802777777777778
2024-05-24 09:22:11,2024-05-24 10:34:06,1.198611111111111
2024-05-24 10:34:37,2024-05-24 10:59:11,0.40944444444444444
